Name,Gender,Age,City,Tenure,ProductsNo,HasCard,ActiveMember,Credit,AccountBal,Salary,Exited
Kong Pi,Male,45,Beijing,6,1,1,0,562,8960.61,168331.9452,0
Xue Baochai,Male,32,Tianjin,9,2,1,0,598,38029.52,152444.478,0
Hu Bao,Female,27,Tianjin,8,2,1,0,590,320.63,152027.3727,0
Hu Ying,Male,36,Tianjin,2,2,0,1,775,13706.03,135237.3315,0
Huang Zuihao,Female,30,Tianjin,1,2,1,1,655,35231.28,102303.9954,0
Ba Genru,Female,47,Beijing,2,2,1,0,572,6902.42,0,0
Bao Qiao,Male,31,Shanghai,2,2,1,1,620,25845.43,205205.6478,0
Ren Gui,Male,39,Tianjin,6,1,1,1,729,35368.48,156721.4955,1
Zheng Nengliang,Male,28,Tianjin,7,2,1,1,613,35465.24,94287.372,0
Jia Baoyu,Female,35,Shanghai,8,1,0,1,675,6726.06,191413.9284,0
Tan Anwen,Male,30,Shanghai,9,2,0,0,602,19528.85,139816.7814,0
Er Shazi,Female,41,Beijing,10,1,1,0,779,16620.94,122737.026,0
Zhen dema,Female,39,Shanghai,2,2,1,0,667,7786.08,0,1
Jia Shuji,Male,38,Beijing,8,2,1,1,676,25562.69,0,0
Qiu Deba,Male,37,Tianjin,9,1,0,1,802,22903.03,142150.1283,0
Wang Qiang,Male,44,Beijing,3,2,0,1,613,26097.84,0,0
Zhang Ming,Male,29,Tianjin,7,1,1,1,747,33536.96,144803.3859,0
Hu Ying,Female,27,Shanghai,8,2,1,0,639,1195.27,164582.0442,0
La Ma,Male,39,Tianjin,5,3,1,1,812,35487.44,142348.7733,1
Mao Xi,Male,36,Beijing,10,2,1,0,663,26070.65,0,0
Xiao Jian,Female,35,Shanghai,9,2,1,1,564,20236.59,0,0
Dou Bai,Male,38,Shanghai,4,2,1,1,685,6861.35,0,0
Qiu Ba,Female,43,Tianjin,4,1,0,1,613,3849.72,173038.4664,0
Zhao Wei,Male,35,Shanghai,4,1,1,0,572,24497.83,187440.0198,0
Zhang Jia,Female,50,Shanghai,4,1,1,1,722,24524.3,162468.9657,0
Wu Zhihui,Male,22,Shanghai,3,1,1,1,850,27607.17,0,0
Zhao Wei,Male,23,Shanghai,9,1,1,1,604,1389.53,153230.1159,0
Zen Meban,Female,42,Beijing,1,2,1,0,663,13644.31,101141.2641,0
Sheng Shiwu,Female,34,Shanghai,5,1,1,1,464,30338.21,93481.9311,0
Ba Genru,Male,43,Shanghai,1,1,1,0,722,8520.1,0,1
Shei Shiwo,Female,40,Tianjin,8,2,0,1,688,37519.38,185336.0433,0
Zhen Shi,Female,42,Tianjin,9,1,1,0,569,6228.3,179703.9225,1
La Ma,Male,47,Shanghai,8,1,1,1,693,15324.9,132353.7318,0
Yu Laoren,Male,36,Shanghai,10,1,1,1,788,3087.78,134848.4055,0
Ba Genru,Male,41,Beijing,8,3,1,1,457,35516.25,90651.1476,1
Ni Bai,Female,30,Beijing,6,2,1,0,751,3014.55,0,0
We Maoqian,Male,53,Tianjin,7,1,1,0,600,17902.42,130701.8049,1
Li Hong,Male,27,Shanghai,1,1,0,1,813,22128.71,168848.6928,0
Tian Ci,Male,56,Beijing,7,1,1,1,618,27227.58,0,1
Zhang Jie,Female,53,Tianjin,1,1,1,0,782,34982.87,100332.3915,1
Er Shiduo,Female,23,Shanghai,10,1,0,1,606,17379.73,86613.8817,0
Tian Ci,Male,42,Beijing,3,1,1,0,668,20676.71,185067.1161,0
Wo Shishei,Female,43,Shanghai,10,2,1,1,758,10576.18,0,0
Wo lIaobu,Male,32,Beijing,1,1,0,0,524,35896.75,178197.1233,0
Hu Ying,Male,32,Beijing,9,2,1,1,605,10654.73,0,0
Qi Lai,Male,42,Tianjin,2,2,1,1,715,4079,108388.7931,0
Da Chishi,Male,51,Shanghai,2,1,0,0,577,26921.73,133906.41,1
Wo lIaobu,Female,37,Tianjin,6,1,0,1,455,10401.25,209170.8726,0
Kan Jian,Male,44,Beijing,5,2,0,1,729,1759.18,0,0
De Daogao,Male,63,Shanghai,2,2,1,1,566,9980.65,148568.2314,0
Jia Baoyu,Male,50,Shanghai,3,1,0,1,621,25057.04,200595.5217,0
Mao Laoren,Male,38,Tianjin,0,2,0,0,730,17973.82,47783.2737,0
Ji Leyuan,Male,43,Shanghai,10,1,0,0,697,36039.56,157718.4351,0
Ba Genru,Male,41,Shanghai,0,2,0,1,766,6555.11,0,0
Qi Moamao,Male,48,Beijing,0,1,0,0,540,22365.86,182183.2704,0
Huang Jiangang,Female,31,Beijing,1,2,1,1,561,12473.15,100220.7321,0
Dou Bai,Female,25,Beijing,5,1,0,0,711,9817.47,233781.8442,1
Fei Xing,Male,33,Beijing,2,2,1,1,641,10668.6,179818.128,1
Tian Tian,Male,21,Beijing,4,2,1,1,710,10744.16,134231.0808,0
Da Chishi,Male,33,Tianjin,3,1,1,0,552,11251.4,178304.1702,1
Shen De,Male,34,Shanghai,6,1,0,0,685,1847.66,102415.0644,0
Zhang San,Female,41,Beijing,7,1,1,1,642,7203.53,141661.2033,0
Qi Lai,Male,35,Shanghai,3,2,0,0,784,15580.04,0,0
Zhen Shi,Male,34,Beijing,10,2,1,1,727,37980.37,0,0
Hu Bao,Male,38,Beijing,10,1,0,1,668,7092.68,106982.8908,0
Kong Pi,Female,35,Tianjin,1,1,1,0,566,12666.43,151341.66,1
Ren Gui,Female,41,Beijing,8,1,1,1,634,1220.35,83903.2077,0
Zheng Nengliang,Male,41,Tianjin,9,2,1,1,803,31923.1,169423.767,0
Li Hong,Male,55,Shanghai,3,1,1,1,552,7712.03,0,0
Zhang Jie,Female,36,Shanghai,5,2,0,0,654,30064.63,0,0
We Maoqian,Female,42,Tianjin,6,3,0,1,809,34882.75,79332.4662,1
Wu Baige,Female,41,Tianjin,8,1,1,1,511,7473.69,189291.6495,0
Mao Laoren,Male,37,Beijing,6,2,1,0,850,20896.98,0,0
Ke Lian,Female,52,Tianjin,0,1,0,0,624,929.17,164479.8189,1
We Maoqian,Male,40,Beijing,8,2,1,1,630,8125.39,0,0
Tian Tian,Female,29,Tianjin,3,1,1,0,594,11672.75,160921.1706,0
Li Hong,Male,58,Tianjin,1,1,1,0,653,974.69,163101.5424,1
Cha Buduo,Female,36,Tianjin,6,1,0,0,663,6848.56,95021.805,1
Te kepa,Male,24,Beijing,1,2,0,1,638,31089.32,0,0
Si Shi,Female,30,Beijing,5,2,1,0,646,2664.49,0,0
Zhuan Ji,Male,33,Beijing,1,1,1,0,469,31257.59,157216.7796,0
Zen Meban,Male,41,Tianjin,2,1,1,1,558,21259.01,152799.3822,0
Tian Tian,Female,35,Beijing,8,1,0,0,639,31444.35,0,0
Zen Meban,Male,36,Shanghai,3,2,0,1,675,10416.54,66540.7614,0
Er Shazi,Female,31,Shanghai,3,2,1,0,516,23748.04,0,0
Zhang De,Male,31,Tianjin,9,1,1,0,653,15999.89,176286.0231,0
Hao Ya,Male,40,Beijing,6,1,1,1,688,9156.1,0,0
Er Shiduo,Male,38,Beijing,9,3,1,1,550,32783.37,172543.1577,1
Tian Tian,Male,38,Tianjin,5,1,0,1,776,17188.06,138106.491,0
Kan Jian,Male,32,Shanghai,9,2,1,0,707,24182.75,0,0
Qiu Liwei,Male,25,Beijing,3,2,1,1,723,25718.82,0,0
Qiu Deba,Female,29,Beijing,1,2,0,0,623,7530.03,0,0
Xiao Jian,Female,38,Beijing,4,2,1,0,592,6756.97,0,0
Cuo De,Female,32,Beijing,5,1,1,1,680,28811.51,0,0
Dao Lema,Male,37,Shanghai,2,1,1,0,595,25768.09,193214.5377,0
Hu Ying,Female,32,Beijing,8,1,1,0,475,19276.53,146398.6344,0
Qiu Deba,Female,62,Beijing,9,3,1,0,794,33190.56,152128.0236,1
Shuai Jile,Male,41,Tianjin,0,1,1,1,567,20219.3,165286.0347,0
Yu Laoren,Male,47,Shanghai,3,2,1,0,632,34191.64,0,0
Yi zhi,Female,35,Shanghai,3,2,1,1,777,3299.75,0,0
Qiu Liwei,Female,23,Beijing,7,1,1,0,771,13956.14,192032.1879,0
Qi Moamao,Male,49,Shanghai,8,2,1,0,645,30977.55,0,0
Hu Bao,Male,41,Shanghai,6,2,1,0,766,11931.62,122026.4058,0
We Po,Female,48,Beijing,2,1,0,0,779,18912.56,141807.0321,1
Qu Bo,Female,33,Shanghai,8,2,0,1,669,24577.06,0,0
Zhi Fen,Female,34,Shanghai,10,1,1,1,677,9708.94,211156.437,0
Li Zhi,Female,37,Shanghai,9,2,1,0,621,1753.44,102165.3498,0
Dou Bai,Male,31,Shanghai,7,2,0,1,700,27753.72,0,0
Tian Tian,Male,35,Tianjin,5,1,1,1,587,4489.8,149892.2403,1
Zhao Lao,Male,39,Tianjin,6,2,0,1,646,11815.19,149668.7493,0
Xue Baochai,Female,42,Tianjin,2,1,1,0,588,9273.07,202098.5571,0
Tian Ci,Male,39,Tianjin,2,2,1,1,679,37088.8,179809.1244,0
Li Zhi,Female,51,Beijing,1,2,1,1,547,10881.14,0,0
Zhang Jie,Male,32,Shanghai,4,1,1,1,609,23058.28,122856.2868,0
Huang Zuihao,Male,36,Beijing,5,1,1,1,762,8163.22,147043.3758,0
Xiao Jian,Male,37,Tianjin,7,2,1,0,779,25989.62,147713.7996,0
Zhao Hu,Male,30,Beijing,5,1,1,0,566,10502.2,0,1
Ji Leyuan,Male,48,Shanghai,2,2,1,1,638,1514.16,0,0
Yi zhi,Female,44,Beijing,5,1,1,0,483,36780.09,168308.8827,1
Er Shiduo,Male,34,Beijing,3,1,0,0,566,35972.4,0,0
Fei Xing,Female,45,Tianjin,5,1,1,0,769,23732.06,155810.0163,1
Na De,Male,38,Shanghai,5,1,0,1,738,3677.51,218936.3961,0
Tan Anwen,Female,29,Beijing,3,1,1,0,559,15727.01,98049.8928,0
Li Zhi,Male,30,Tianjin,7,1,1,0,724,2909.47,141837.4992,0
Yu Laoren,Male,31,Tianjin,6,1,0,1,579,25968.52,171867.3342,0
Wei Sansi,Male,46,Beijing,2,1,1,1,745,22566.74,150330.8337,0
Ba Qiu,Female,36,Beijing,8,2,1,0,730,17558.46,182961.6267,0
Wu Baige,Female,32,Beijing,6,1,1,1,478,21146,87560.3052,0
Sheng Shiwu,Female,31,Beijing,8,1,0,0,488,23749.62,120033.978,0
Zhi Fen,Male,34,Beijing,8,2,0,1,660,34849.45,130978.5918,0
Wu Baige,Male,40,Beijing,7,1,0,1,699,29230.61,0,1
Huang Jiangang,Male,38,Beijing,5,2,1,0,539,9060.88,0,0
Sheng Shiwu,Male,33,Beijing,3,2,1,0,705,21767.72,177646.3908,0
Zhen Haowao,Female,71,Beijing,4,3,1,1,624,14087.87,209410.0215,1
Da Chishi,Male,64,Beijing,1,2,1,1,586,10269.64,0,0
Wo Bai,Female,54,Tianjin,1,2,1,1,601,38176.19,161179.1631,0
San Shaneshi,Female,28,Beijing,7,2,1,0,654,28932.38,0,0
Qi Hui,Male,38,Shanghai,4,2,1,1,573,37575.03,0,0
San Shaneshi,Male,20,Shanghai,8,2,1,0,790,32151.57,0,0
Cuo De,Male,32,Tianjin,5,1,1,0,753,28453.37,196682.8917,0
Zai Jian,Female,37,Beijing,8,2,1,0,493,30371.12,175874.5758,0
Kan Jian,Male,35,Beijing,1,2,1,0,579,852.81,0,0
Li Hong,Female,65,Shanghai,1,2,0,1,580,19728.95,0,0
Qi Hui,Female,42,Tianjin,8,2,1,0,773,32836.17,187359.3318,0
Wu Zhihui,Female,31,Beijing,9,2,1,1,726,18772.19,141108.1215,0
Qiu Liwei,Female,26,Beijing,6,1,1,0,600,15783.36,133958.2176,0
Er Shazi,Female,46,Beijing,6,1,1,0,618,23072.36,184762.8633,1
Zhang Jia,Male,42,Shanghai,5,2,0,0,688,37782.46,0,0
Tian Tian,Female,64,Beijing,2,1,1,1,741,11326.52,85252.7268,0
Tian Tian,Female,43,Beijing,9,2,0,1,570,2183.03,0,0
Wu Baige,Female,31,Tianjin,9,1,1,1,562,20779.16,144098.19,0
Te Ke,Male,30,Shanghai,2,1,1,0,681,13190.43,136644.4023,0
Qi Lai,Female,38,Beijing,6,2,0,0,571,7449.89,131848.3986,0
Zhen Haowao,Male,31,Beijing,8,2,1,0,850,34162.08,0,0
Wu Zhihui,Male,25,Shanghai,7,1,0,1,503,36872.1,0,0
Si Shiba,Male,30,Beijing,1,1,1,1,792,21711.93,156441.0678,0
Shuai Jile,Male,63,Shanghai,4,1,1,0,633,14121.65,140899.698,1
Zai Jian,Female,30,Beijing,6,1,0,0,739,23442.53,0,0
Zheng Nengliang,Female,30,Tianjin,6,1,1,1,527,31026.36,155796.1173,0
Ni Bai,Male,28,Tianjin,0,2,1,0,594,24681.6,175366.8933,0
Ji Leyuan,Female,33,Shanghai,3,1,1,1,628,35983.41,0,0
Wu Baige,Female,57,Shanghai,1,1,0,1,727,144.04,134906.0556,0
Ke Lian,Male,28,Shanghai,5,1,1,1,678,10352.58,170561.8614,0
Xiao Jian,Female,26,Shanghai,4,2,1,1,612,34374.9,0,0
Si Shiba,Male,47,Beijing,3,2,1,0,707,33327.58,0,0
San Shaneshi,Female,39,Beijing,5,2,1,0,662,11785.12,171661.3215,0
Li Hong,Male,47,Beijing,5,2,1,1,704,27789.4,0,0
Huang Zuihao,Male,28,Shanghai,1,2,1,1,607,21139.6,167201.403,0
Hao Ya,Male,23,Shanghai,10,1,1,1,782,27263.34,120604.7718,0
Ping Shide,Male,40,Beijing,1,1,1,1,642,26396.27,190481.6745,0
Qi Lai,Male,26,Shanghai,8,2,0,1,576,6520.27,0,0
Mao Xi,Female,38,Beijing,9,2,0,1,499,34998.5,0,0
La Ma,Male,36,Beijing,1,1,1,0,526,30725.95,0,0
Zhao Hu,Female,34,Shanghai,6,1,1,1,701,22824.99,132815.8551,0
Guo Hechai,Female,28,Beijing,3,2,0,1,768,9734.49,134215.2015,0
Wo lIaobu,Male,35,Beijing,2,1,0,1,642,23375.69,163789.1985,0
Lang Ping,Male,37,Shanghai,5,1,1,0,640,15544.56,194369.9874,0
Jiu Zheyang,Female,38,Beijing,7,2,1,1,572,25453.65,0,0
Zhang Jie,Female,46,Beijing,6,1,0,1,516,32826.35,76521.1167,1
Zhang De,Male,73,Beijing,6,1,1,1,707,12001.68,81884.9991,0
Ping Shide,Female,50,Shanghai,10,1,1,1,682,19552.61,157487.9823,0
Shei Shiwo,Female,49,Tianjin,7,2,0,0,683,26914.56,133821.0849,0
Tian Tian,Male,39,Beijing,2,2,1,0,519,18660.26,138937.4298,0
Qu Bo,Male,47,Beijing,2,2,1,1,550,18557.79,0,0
Qiu Deba,Male,28,Beijing,7,2,1,0,589,28995.4,0,0
Zhang Jia,Male,37,Beijing,2,1,1,1,673,2604.97,0,0
Huang Zuihao,Male,53,Shanghai,3,2,1,1,741,7440.47,0,0
Sheng Shiwu,Male,40,Beijing,0,1,0,0,748,11551.96,0,0
Sheng Shiwu,Female,58,Tianjin,8,1,0,0,600,1187.28,146029.4253,1
Zhong Guoren,Male,24,Tianjin,6,2,0,1,479,32410.29,132394.7031,0
Yu Laoren,Male,38,Tianjin,4,1,1,1,755,3778.75,136649.1993,0
Xiao Jian,Male,31,Beijing,1,2,1,1,551,35393,0,0
Zhi Fen,Male,26,Tianjin,5,1,1,1,640,630.71,111195.4071,0
Li Hong,Male,47,Tianjin,9,1,1,0,766,32492.43,159026.6754,1
Zhao Wei,Male,54,Tianjin,8,1,1,1,724,26176.29,211796.7627,0
Ren Gui,Female,58,Beijing,8,1,0,1,570,22276.08,0,1
Zhang San,Male,42,Beijing,8,1,1,0,694,6960.84,164533.6437,0
Na De,Female,39,Beijing,6,1,1,0,541,4835.41,135109.1163,0
Zhen dema,Male,35,Beijing,4,2,0,1,815,37952.26,0,0
Qiu Deba,Female,31,Tianjin,6,1,1,0,554,20473.19,166629.207,0
Ping Shide,Male,40,Beijing,2,2,1,1,685,32007.7,206641.6482,0
Di Shioing,Female,34,Shanghai,4,2,1,0,552,26823.45,0,0
Zen Meban,Male,63,Beijing,8,2,1,1,510,22044.33,0,0
Qi Hui,Male,77,Beijing,9,3,1,1,641,15585.86,0,0
Jia Shuji,Female,36,Shanghai,0,2,1,0,622,21258.18,134020.8,1
Zhuan Ji,Male,40,Tianjin,8,3,1,0,621,32981.02,214175.9025,1
Shen De,Male,37,Beijing,2,1,1,0,577,10742.83,156531.4605,0
Zhi Fen,Male,35,Beijing,8,1,0,0,492,16332.97,148908.0927,0
Lin Daiyu,Female,38,Beijing,10,2,1,1,720,10751.38,0,1
Qi Fei,Male,38,Shanghai,3,3,0,1,655,15497.89,308604.6507,1
Na De,Female,37,Beijing,8,2,1,0,739,36626.59,0,1
Tian Ci,Female,40,Tianjin,9,1,1,0,486,14568.3,87748.3107,0
Wo lIaobu,Male,45,Tianjin,6,1,1,1,671,20816.91,122463.9906,1
Ke Lian,Male,33,Shanghai,8,1,0,0,714,31073.64,150081.1437,0
Yu Laoren,Male,45,Tianjin,7,1,0,1,739,28260.6,126325.4526,1
Ba Qiu,Male,31,Shanghai,3,1,0,1,490,21810.08,178670.0829,0
Huang Zuihao,Female,23,Beijing,1,1,1,1,756,21684.15,138459.0213,0
Zhao Lao,Male,46,Shanghai,4,2,0,1,554,10960.02,0,0
Tian Ci,Female,65,Beijing,2,2,0,1,803,1325.08,186541.2096,0
Wo Bai,Female,43,Beijing,4,2,1,1,612,14747.27,171580.5105,0
Zhang Ming,Female,29,Beijing,1,2,1,1,797,25425.5,0,0
Zhi Fen,Male,30,Beijing,7,2,1,1,731,35292.86,0,0
Wei Sansi,Female,25,Shanghai,6,2,1,1,461,2926.63,0,0
We Maoqian,Female,43,Shanghai,1,2,1,0,706,6111.42,0,0
Hu Ying,Female,28,Beijing,1,2,0,1,774,13147.14,87654.7446,0
Lin Daiyu,Female,48,Shanghai,9,1,1,1,682,9509.15,124473.5523,0
Hao Ya,Male,35,Tianjin,8,2,1,1,582,5497.26,149210.2791,0
Cuo De,Male,37,Beijing,2,1,1,0,660,4453.5,119709.6393,0
Jia Shi,Female,65,Beijing,7,1,1,1,778,14888.57,0,0
Te kepa,Male,36,Beijing,1,2,0,1,850,13115.48,128014.9437,0
Kong Pi,Male,36,Shanghai,8,1,1,1,607,14673.94,194661.8664,0
Zheng Nengliang,Male,60,Tianjin,1,1,0,1,523,10910.46,201590.0505,0
Hu Bao,Male,27,Beijing,2,1,1,1,684,13714.28,165562.7724,0
Cuo De,Female,27,Tianjin,7,1,1,1,817,11330.67,159667.038,0
Ye Xu,Female,78,Shanghai,2,2,0,1,655,36029.7,0,0
Tian Tian,Female,35,Beijing,5,1,1,1,461,10365.01,0,0
Zen Meban,Male,34,Beijing,4,2,1,1,559,12757.54,0,0
Dao Lema,Male,31,Beijing,3,1,1,0,531,10859.41,118434.5598,0
Xue Qiao,Male,30,Shanghai,4,2,0,1,775,10986.83,0,0
Zhang San,Male,33,Tianjin,8,1,0,0,645,28664.21,183964.4703,0
Zhong Guoren,Male,29,Beijing,9,1,1,1,561,33244.81,147929.7999,0
Xue Baochai,Female,33,Tianjin,9,1,1,1,724,37695.64,146712.4812,0
Xue Baochai,Male,29,Shanghai,5,2,1,0,764,12594.31,0,0
Qi Moamao,Male,39,Beijing,2,2,1,1,537,26319.61,0,0
Zen Meban,Male,36,Beijing,4,2,1,1,642,37327.89,0,0
Li Zhi,Female,28,Beijing,8,2,1,0,692,8493.34,116922.5946,0
Shei Zhidao,Male,32,Shanghai,5,2,1,1,711,28244.79,0,0
Zhang Jia,Male,24,Beijing,9,1,0,0,583,17170.53,166204.0944,0
La Ma,Male,43,Beijing,1,1,0,1,669,2983.32,200686.6155,0
Si Shiba,Male,54,Shanghai,6,1,0,1,644,16180.18,0,0
Li Hong,Male,40,Shanghai,5,1,0,1,604,21717.37,191210.1789,0
Zhen Haowao,Male,27,Tianjin,9,2,0,1,624,854.78,116440.7667,0
Na De,Male,47,Beijing,1,3,1,0,689,29995.87,115462.4985,1
Mao Laoren,Female,35,Beijing,8,1,1,0,686,6760.31,129666.2679,0
Shuai Jile,Male,34,Beijing,6,2,1,1,589,34014.7,0,0
Ping Shide,Female,29,Beijing,10,1,1,0,702,16931.21,108705.678,0
Si Shi,Male,67,Beijing,4,1,1,1,659,25056.06,179557.7001,0
Fei Xing,Female,24,Tianjin,7,2,1,0,710,33131.28,126811.9791,0
We Po,Male,25,Beijing,5,1,0,1,681,17373.03,0,0
Yi zhi,Male,33,Beijing,9,1,1,0,608,13150.52,110661.4887,0
Jiu Zheyang,Male,37,Shanghai,10,1,1,0,719,15374.49,178820.6103,0
Wu Shangui,Female,57,Beijing,7,2,1,1,623,16141.74,87922.6017,0
Ba Qiu,Female,24,Shanghai,10,1,1,1,581,19601.87,195820.5633,1
Ye Xu,Female,25,Shanghai,3,3,1,0,606,8696.37,181285.6656,1
Zhen dema,Male,54,Tianjin,5,1,1,0,551,33782.05,126682.6692,1
Wo Bai,Male,66,Shanghai,5,2,1,1,675,25233.43,142254.9981,0
Lang Ping,Female,49,Beijing,7,4,0,1,697,25063.77,240143.0967,1
Ye Xu,Male,42,Beijing,4,1,0,0,721,227.12,126612.1656,0
Zhang Jie,Female,46,Tianjin,0,1,0,1,688,1312.86,91583.6475,0
Zhao Lao,Male,51,Beijing,2,1,0,0,665,10201.4,0,0
Zhen Dema,Female,29,Beijing,6,2,1,1,725,36477.4,0,0
Wo Shishei,Female,57,Shanghai,2,1,1,1,525,12322.82,179537.3559,0
Ba Qiu,Female,34,Tianjin,4,1,1,1,676,36241.09,110007.5469,0
Lang Ping,Male,36,Beijing,7,1,1,1,850,7803.61,0,0
Hao Ya,Male,36,Beijing,3,1,1,1,719,38210.57,191170.4991,0
Huang Zuihao,Female,46,Beijing,1,1,1,1,577,30353.82,0,0
Ba Qiu,Female,38,Tianjin,2,2,1,1,565,34310.76,195141.0867,0
We Po,Female,36,Beijing,7,2,1,0,752,35347.39,0,0
Jia Shuji,Male,41,Beijing,8,1,1,0,653,10643.18,126405.1566,0
Yi zhi,Female,72,Shanghai,7,1,0,1,662,34275.08,172571.1156,0
Xue Baochai,Male,49,Shanghai,4,1,0,1,627,28045.93,136637.625,0
Qiu Ba,Male,42,Tianjin,3,2,1,0,681,1807.43,145385.9631,1
Zhao Hu,Male,38,Tianjin,10,2,1,1,552,8902.87,162693.4776,0
Zhao Lao,Male,44,Shanghai,6,1,1,0,752,34172.51,103160.5059,0
Zhen dema,Female,49,Shanghai,7,1,1,0,727,36416.41,118445.0394,1
Zhang De,Female,30,Shanghai,2,2,1,1,653,18481.5,108539.2467,0
Zhang De,Female,28,Beijing,1,1,1,1,564,31056.98,0,0
Zhang De,Male,61,Tianjin,6,2,1,1,526,8638.77,164629.6944,0
Hu Ying,Male,47,Beijing,9,1,1,0,477,11723.78,178227.7134,1
La Ma,Male,49,Shanghai,3,3,1,1,738,12441,0,1
Er Shazi,Male,30,Beijing,1,1,1,1,673,14872.53,78840.2325,0
Zhong Guoren,Male,45,Beijing,3,1,1,0,679,9267.09,180512.6352,0
Qiu Liwei,Male,29,Tianjin,1,2,1,0,722,4765.75,131897.6355,0
Jia Shuji,Male,23,Beijing,8,2,1,1,685,21460.61,0,0
Lang Ping,Female,46,Shanghai,1,2,1,0,581,19937.29,0,0
Guo Hechai,Male,39,Beijing,10,1,1,0,405,30747.77,0,1
Ren Shi,Female,44,Beijing,6,1,0,1,733,37704.3,206843.9832,0
Shuai Jile,Male,51,Tianjin,8,2,1,1,773,16577.7,142923.1095,0
Wu Zhihui,Male,26,Shanghai,8,2,1,1,644,26534.54,118891.3572,0
We Po,Female,41,Shanghai,5,2,1,0,747,37270.91,116261.0391,0
Ba Genru,Female,26,Tianjin,2,1,0,0,684,18524.89,140263.5297,0
Zhong Guoren,Male,44,Beijing,2,1,1,0,443,30433.21,0,0
Guan Yu,Female,43,Beijing,8,1,0,1,439,20055.31,0,0
Qiu Deba,Male,34,Tianjin,3,3,1,0,733,9284.73,123415.6908,1
Zhen Dema,Male,46,Beijing,5,1,1,0,700,18790.25,117923.6178,1
Zhao Lao,Male,51,Shanghai,0,1,1,0,721,20856.28,208253.9199,1
Zhang San,Female,42,Beijing,8,1,1,0,850,3753.85,0,1
Ke Lian,Male,37,Shanghai,5,2,1,1,527,26595.35,115278.9579,0
Li Si,Female,40,Beijing,7,2,0,0,723,7269.54,175714.0485,0
Shuai Jile,Female,33,Tianjin,9,1,1,1,795,21976.13,160960.7889,0
Huang Zuihao,Male,20,Shanghai,8,2,1,1,650,21695.91,0,0
Zhen Shi,Male,68,Beijing,4,1,1,1,693,11772.28,120178.3677,0
Zhen dema,Female,42,Beijing,8,3,1,0,502,21784.23,196382.784,1
Zheng Nengliang,Female,42,Shanghai,2,1,0,0,659,31115.54,0,1
De Daogao,Male,35,Shanghai,4,1,1,1,593,3825.7,198814.4325,0
Kan Jian,Male,40,Beijing,5,2,0,0,710,31143.2,0,0
Ye Xu,Male,30,Beijing,5,2,1,0,722,31811.95,0,0
Jiu Zheyang,Male,32,Beijing,5,1,1,1,622,28497.85,220545.2607,0
Shen De,Male,48,Beijing,1,2,1,1,483,21043.85,0,0
Sheng Shiwu,Male,36,Beijing,9,1,1,1,761,15499.6,156994.6416,0
Sheng Shiwu,Female,63,Beijing,1,2,0,0,456,26913.58,203381.2503,1
Lin Daiyu,Female,39,Shanghai,7,1,1,1,604,10005.27,121209.2553,0
Guo Hechai,Female,46,Shanghai,4,1,1,0,651,29909.28,110383.9515,1
Qi Lai,Female,31,Tianjin,7,2,1,0,769,10290.1,183163.8756,0
Tian Ci,Male,23,Tianjin,10,1,1,1,678,17520.75,142143.3633,0
Qi Hui,Female,40,Beijing,6,1,1,0,743,5407.41,0,1
Fei Xing,Male,35,Tianjin,9,2,1,1,458,664.69,180540.0396,0
Jia Shi,Male,40,Beijing,4,2,0,1,697,5075.19,0,0
Guan Yu,Female,35,Tianjin,2,1,0,1,670,38012.02,97890.7308,0
San Shaneshi,Male,39,Beijing,10,2,1,0,666,19693.94,0,0
Tian Tian,Female,43,Beijing,8,1,1,0,646,11842.75,175966.1124,0
Li Hong,Male,27,Beijing,2,1,1,0,655,9460.92,161980.3359,0
Zhi Fen,Female,20,Beijing,6,1,1,0,660,11076.46,206253.2388,0
Te kepa,Male,70,Shanghai,1,2,0,0,531,19025.46,0,0
Zhi Fen,Female,34,Shanghai,6,1,0,0,569,37582.27,178172.0682,0
Shuai Jile,Male,22,Tianjin,4,2,1,1,749,8076.77,116557.4568,0
Ba Genru,Male,29,Beijing,8,2,1,0,696,36551.83,0,0
Zhen Shi,Male,32,Beijing,4,1,0,1,709,7812.91,181188.7293,0
Shei Zhidao,Male,19,Shanghai,7,1,1,1,708,858.84,138517.5078,0
Dou Bai,Male,30,Beijing,4,2,0,0,828,30912.26,89876.3214,0
Te Ke,Female,37,Shanghai,8,3,1,0,709,13716.74,0,0
Kong Pi,Male,27,Beijing,3,1,1,0,575,19090.62,171341.0664,0
Yi zhi,Female,46,Beijing,1,1,1,0,516,22139.43,129085.6956,1
Wu Baige,Female,45,Beijing,0,2,1,0,655,31898.79,0,0
Zhen dema,Male,33,Beijing,2,1,1,1,665,30562.23,124581.9153,0
Huang Jiangang,Female,29,Tianjin,7,1,1,1,720,13365.95,130664.0316,1
La Ma,Female,29,Beijing,8,2,0,1,658,24944.75,0,0
Huang Jiangang,Male,36,Shanghai,1,2,1,1,629,27986.94,198962.1801,0
Yi zhi,Male,40,Beijing,4,1,0,0,613,28934.08,0,0
Tian Ci,Male,31,Tianjin,8,1,1,0,438,8592.16,96430.3887,0
De Daogao,Female,46,Beijing,0,3,0,1,586,25153.69,0,1
Mao Laoren,Female,31,Beijing,3,2,1,0,661,12536.88,167363.4186,0
